englishURN,collection,volumeNumber,bookNumber,bookName,babNumber,babName,hadithNumber,hadithText,bookID,grade1,grade2,comments,ourHadithNumber,matchingArabicURN,last_updated
1840,bukhari,1,4,Ablutions (Wudu'),,,183,"<p>
Narrated `Abdullah bin `Abbas:

<p>That he stayed overnight in the house of Maimuna the wife of the Prophet, his aunt. He added : I lay 
on the bed (cushion transversally) while Allah's Apostle and his wife lay in the lengthwise direction of 
the cushion. Allah's Apostle slept till the middle of the night, either a bit before or a bit after it and 
then woke up, rubbing the traces of sleep off his face with his hands. He then, recited the last ten 
verses of Sura Al-`Imran, got up and went to a hanging water-skin. He then Performed the ablution 
from it and it was a perfect ablution, and then stood up to offer the prayer. I, too, got up and did as the 
Prophet had done. Then I went and stood by his side. He placed his right hand on my head and caught 
my right ear and twisted it. He prayed two rak`at then two rak`at and two rak`at and then two rak`at 
and then two rak`at and then two rak`at (separately six times), and finally one rak`a (the witr). Then he 
lay down again in the bed till the Mu'adh-dhin came to him where upon the Prophet got up, offered a 
two light rak`at prayer and went out and led the Fajr prayer.",4.0,,,,49,101830,2012-04-26 07:00:00
1850,bukhari,1,4,Ablutions (Wudu'),,,184,"<p>
Narrated Asma' bint Abu Bakr:

<p>I came to `Aisha the wife of the Prophet during the solar eclipse. The people were standing and 
offering the prayer and she was also praying. I asked her, ""What is wrong with the people?"" She 
beckoned with her hand towards the sky and said, ""Subhan Allah."" I asked her, ""Is there a sign?"" She 
pointed out, ""Yes."" So I, too, stood for the prayer till I fell unconscious and later on I poured water on 
my head. After the prayer, Allah's Apostle praised and glorified Allah and said, ""Just now I have seen 
something which I never saw before at this place of mine, including Paradise and Hell. I have been 
inspired (and have understood) that you will be put to trials in your graves and these trials will be like 
the trials of Ad-Dajjal, or nearly like it (the sub narrator is not sure of what Asma' said). Angels will 
come to every one of you and ask, 'What do you know about this man?' A believer will reply, 'He is 
Muhammad, Allah's Apostle , and he came to us with self-evident truth and guidance. So we accepted 
his teaching, believed and followed him.' Then the angels will say to him to sleep in peace as they 
have come to know that he was a believer. On the other hand a hypocrite or a doubtful person will 
reply, 'I do not know but heard the people saying something and so I said the same.' """,4.0,,,,50,101840,2012-04-26 07:00:00
1860,bukhari,1,4,Ablutions (Wudu'),,,185,"<p>
Narrated Yahya Al-Mazini:

<p>A person asked `Abdullah bin Zaid who was the grandfather of `Amr bin Yahya, ""Can you show me 
how Allah's Apostle used to perform ablution?"" `Abdullah bin Zaid replied in the affirmative and 
asked for water. He poured it on his hands and washed them twice, then he rinsed his mouth thrice and 
washed his nose with water thrice by putting water in it and blowing it out. He washed his face thrice 
and after that he washed his forearms up to the elbows twice and then passed his wet hands over his 
head from its front to its back and vice versa (beginning from the front and taking them to the back of 
his head up to the nape of the neck and then brought them to the front again from where he had 
started) and washed his feet (up to the ankles).",4.0,,,,51,101850,2012-04-26 07:00:00
1870,bukhari,1,4,Ablutions (Wudu'),,,186,"<p>
Narrated `Amr:

<p>My father saw `Amr bin Abi Hasan asking `Abdullah bin Zaid about the ablution of the Prophet. 
`Abdullah bin Zaid asked for earthenware pot containing water and in front of them performed 
ablution like that of the Prophet . He poured water from the pot over his hand and washed his hands 
thrice and then he put his hands in the pot and rinsed his mouth and washed his nose by putting water 
in it and then blowing it out with three handfuls of water. Again he put his hand in the water and 
washed his face thrice and washed his forearms up to the elbows twice; and then put his hands in the 
water and then passed them over his head by bringing them to the front and then to the rear of the 
head once, and then he washed his feet up to the ankles.",4.0,,,,52,101860,2012-04-26 07:00:00
1890,bukhari,1,4,Ablutions (Wudu'),,,188,"<p>
Narrated Ibn Shihab:

<p>Mahmud bin Ar-Rabi` who was the person on whose face the Prophet had ejected a mouthful of water 
from his family's well while he was a boy, and `Urwa (on the authority of Al-Miswar and others) who 
testified each other, said, ""Whenever the Prophet , performed ablution, his companions were nearly 
fighting for the remains of the water.""",4.0,,,,55,101890,2012-04-26 07:00:00
1900,bukhari,1,4,Ablutions (Wudu'),,,189,"<p>
Narrated As-Sa'ib bin Yazid:

<p>My aunt took me to the Prophet and said, ""O Allah's Apostle! This son of my sister has got a disease 
in his legs."" So he passed his hands on my head and prayed for Allah's blessings for me; then he 
performed ablution and I drank from the remaining water. I stood behind him and saw the seal of 
Prophethood between his shoulders, and it was like the ""Zir-al-Hijla"" (means the button of a small 
tent, but some said 'egg of a partridge.' etc.)",4.0,,,,56,101900,2012-04-26 07:00:00
1910,bukhari,1,4,Ablutions (Wudu'),,,190,"<p>
Narrated `Amr bin Yahya:

<p>(on the authority of his father) `Abdullah bin Zaid poured water on his hands from a utensil containing 
water and washed them and then with one handful of water he rinsed his mouth and cleaned his nose 
by putting water in it and then blowing it out. He repeated it thrice. He, then, washed his hands and 
forearms up to the elbows twice and passed wet hands over his head, both forwards and backwards, 
and washed his feet up to the ankles and said, ""This is the ablution of Allah's Apostle.""",4.0,,,,57,101910,2012-04-26 07:00:00
1940,bukhari,1,4,Ablutions (Wudu'),,,193,"<p>
Narrated Jabir:

<p>Allah's Apostle came to visit me while I was sick and unconscious. He performed ablution and 
sprinkled the remaining water on me and I became conscious and said, ""O Allah's Apostle! To whom 
will my inheritance go as I have neither ascendants nor descendants?"" Then the Divine verses 
regarding Fara'id (inheritance) were revealed.",4.0,,,,60,101940,2012-04-26 07:00:00
1950,bukhari,1,4,Ablutions (Wudu'),,,194,"<p>
Narrated Anas:

<p>It was the time for prayer, and those whose houses were near got up and went to their people (to 
perform ablution), and there remained some people (sitting). Then a painted stove pot (Mikhdab) 
containing water was brought to Allah's Apostles The pot was small, not broad enough for one to 
spread one's hand in; yet all the people performed ablution. (The sub narrator said, ""We asked Anas, 
'How many persons were you?' Anas replied 'We were eighty or more""). (It was one of the miracles of 
Allah's Apostle).",4.0,,,,61,101950,2012-04-26 07:00:00
1960,bukhari,1,4,Ablutions (Wudu'),,,195,"<p>
Narrated Abu Musa:

<p>Once the Prophet asked for a tumbler containing water. He washed his hands and face in it and also 
threw a mouthful of water in it.",4.0,,,,62,101960,2012-04-26 07:00:00
1970,bukhari,1,4,Ablutions (Wudu'),,,196,"<p>
Narrated `Abdullah bin Zaid:

<p>Once Allah's Apostle came to us and we brought out water for him in a brass pot. He performed 
ablution thus: He washed his face thrice, and his forearms to the elbows twice, then passed his wet 
hands lightly over the head from front to rear and brought them to front again and washed his feet (up 
to the ankles).",4.0,,,,63,101970,2012-04-26 07:00:00
1980,bukhari,1,4,Ablutions (Wudu'),,,197,"<p>
Narrated `Aisha:

<p>When the ailment of the Prophet became aggravated and his disease became severe, he asked his 
wives to permit him to be nursed (treated) in my house. So they gave him the permission. Then the 
Prophet came (to my house) with the support of two men, and his legs were dragging on the ground, 
between `Abbas, and another man."" 'Ubaidullah (the sub narrator) said, ""I informed `Abdullah bin 
`Abbas of what `Aisha said. Ibn `Abbas said: 'Do you know who was the other man?' I replied in the 
negative. Ibn `Abbas said, 'He was `Ali (bin Abi Talib)."" `Aisha further said, ""When the Prophet came 
to my house and his sickness became aggravated he ordered us to pour seven skins full of water on 
him, so that he might give some advice to the people. So he was seated in a Mikhdab (brass tub) 
belonging to Hafsa, the wife of the Prophet. Then, all of us started pouring water on him from the 
water skins till he beckoned to us to stop and that we have done (what he wanted us to do). After that 
he went out to the people.""",4.0,,,,64,101980,2012-04-26 07:00:00
1990,bukhari,1,4,Ablutions (Wudu'),,,198,"<p>
Narrated `Amr bin Yahya:

<p>(on the authority of his father) My uncle used to perform ablution extravagantly and once he asked 
`Abdullah bin Zaid to tell him how he had seen the Prophet performing ablution. He asked for an 
earthenware pot containing water, and poured water from it on his hands and washed them thrice, and 
then put his hand in the earthenware pot and rinsed his mouth and washed his nose by putting water in 
it and then blowing it out thrice with one handful of water; he again put his hand in the water and 
took a handful of water and washed his face thrice, then washed his hands up to the elbows twice, and 
took water with his hand, and passed it over his head from front to back and then from back to front, 
and then washed his feet (up to the ankles) and said, ""I saw the Prophet performing ablution in that 
way.""",4.0,,,,65,101990,2012-04-26 07:00:00
2000,bukhari,1,4,Ablutions (Wudu'),,,199,"<p>
Narrated Thabit:

<p>Anas said, ""The Prophet asked for water and a tumbler with a broad base and no so deep, containing a 
small quantity of water, was brought to him whereby he put his fingers in it."" Anas further said, ' 
noticed the water springing out from amongst his fingers."" Anas added, ' estimated that the people 
who performed ablution with it numbered between seventy to eighty.""",4.0,,,,66,102000,2012-04-26 07:00:00
2010,bukhari,1,4,Ablutions (Wudu'),,,200,"<p>
Narrated Anas:

<p>The Prophet used to take a bath with one Sa` up to five Mudds (1 Sa` = [??] Mudds) of water and 
used to perform ablution with one Mudd of water.",4.0,,,,67,102010,2012-04-26 07:00:00
2020,bukhari,1,4,Ablutions (Wudu'),,,201,"<p>
Narrated `Abdullah bin `Umar:

<p>Sa`d bin Abi Waqqas said, ""The Prophet passed wet hands over his Khuffs (socks made from thick 
fabric or leather)."" `Abdullah bin `Umar asked `Umar about it. `Umar replied in the affirmative and 
added, ""Whenever Sa`d narrates a Hadith from the Prophet, there is no need to ask anyone else about 
it.""",4.0,,,,68,102020,2012-04-26 07:00:00
2030,bukhari,1,4,Ablutions (Wudu'),,,202,"<p>
Narrated Al-Mughira bin Shu`ba:

<p>Once Allah's Apostle went out to answer the call of nature and I followed him with a tumbler 
containing water, and when he finished, I poured water and he performed ablution and passed wet 
hands over his Khuffs (socks made from thick fabric or leather).",4.0,,,,69,102030,2012-04-26 07:00:00
2040,bukhari,1,4,Ablutions (Wudu'),,,203,"<p>
Narrated Ja`far bin `Amr bin Umaiya Ad-Damri:

<p>My father said, ""I saw the Prophet passing wet hands over his Khuffs (socks made from thick fabric or 
leather).""",4.0,,,,70,102040,2012-04-26 07:00:00
2050,bukhari,1,4,Ablutions (Wudu'),,,204,"<p>
Narrated Ja`far bin `Amr:

<p>My father said, ""I saw the Prophet passing wet hands over his turban and Khuffs (socks made from 
thick fabric or leather).",4.0,,,,71,102050,2012-04-26 07:00:00
2060,bukhari,1,4,Ablutions (Wudu'),,,205,"<p>
Narrated `Urwa bin Al-Mughira:

<p>My father said, ""Once I was in the company of the Prophet on a journey and I dashed to take off his 
Khuffs (socks made from thick fabric or leather). He ordered me to leave them as he had put them 
after performing ablution. So he passed wet hands over them.",4.0,,,,72,102060,2012-04-26 07:00:00
2070,bukhari,1,4,Ablutions (Wudu'),,,206,"<p>
Narrated `Abdullah bin `Abbas:

<p>Allah's Apostle ate a piece of cooked mutton from the shoulder region and prayed without repeating 
ablution.",4.0,,,,73,102070,2012-04-26 07:00:00
2080,bukhari,1,4,Ablutions (Wudu'),,,207,"<p>
Narrated Ja`far bin `Amr bin Umaiya:

<p>My father said, ""I saw Allah's Apostle taking a piece of (cooked) mutton from the shoulder region and 
then he was called for prayer. He put his knife down and prayed without repeating ablution.""",4.0,,,,74,102080,2012-04-26 07:00:00
2090,bukhari,1,4,Ablutions (Wudu'),,,208,"<p>
Narrated Suwaid bin Al-Nu`man:

<p>In the year of the conquest of Khaibar I went with Allah's Apostle till we reached Sahba, a place near 
Khaibar, where Allah's Apostle offered the `Asr prayer and asked for food. Nothing but saweeq  
was brought. He ordered it to be moistened with water. He and all of us ate it and the Prophet got up 
for the evening prayer (Maghrib prayer), rinsed his mouth with water and we did the same, and he 
then prayed without repeating the ablution.",4.0,,,,75,102090,2012-04-26 07:00:00
2100,bukhari,1,4,Ablutions (Wudu'),,,209,"<p>
Narrated Maimuna:

<p>The Prophet ate (a piece of) mutton from the shoulder region and then prayed without repeating the 
ablution.",4.0,,,,76,102100,2012-04-26 07:00:00
2110,bukhari,1,4,Ablutions (Wudu'),,,210,"<p>
Narrated Ibn `Abbas:

<p>Allah's Apostle drank milk, rinsed his mouth and said, ""It has fat.""",4.0,,,,77,102110,2012-04-26 07:00:00
2120,bukhari,1,4,Ablutions (Wudu'),,,211,"<p>
Narrated `Aisha:

<p>Allah's Apostle said, ""If anyone of you feels drowsy while praying he should go to bed (sleep) till his 
slumber is over because in praying while drowsy one does not know whether one is asking for 
forgiveness or for a bad thing for oneself.""",4.0,,,,78,102120,2012-04-26 07:00:00
